,Site,Species,ReadingDateTime,Value,Units,Year,Month
483,CT3,PM10,2007-04-29,32.0,ug/m3,2007,4
484,CT3,PM10,2007-04-30,36.0,ug/m3,2007,4
485,CT3,PM10,2007-01-05,35.0,ug/m3,2007,1
486,CT3,PM10,2007-02-05,28.0,ug/m3,2007,2
487,CT3,PM10,2007-03-05,26.0,ug/m3,2007,3
488,CT3,PM10,2007-04-05,29.0,ug/m3,2007,4
489,CT3,PM10,2007-05-05,15.0,ug/m3,2007,5
490,CT3,PM10,2007-06-05,28.0,ug/m3,2007,6
491,CT3,PM10,2007-07-05,13.0,ug/m3,2007,7
492,CT3,PM10,2007-08-05,29.0,ug/m3,2007,8
493,CT3,PM10,2007-09-05,18.0,ug/m3,2007,9
494,CT3,PM10,2007-10-05,18.0,ug/m3,2007,10
495,CT3,PM10,2007-11-05,13.0,ug/m3,2007,11
496,CT3,PM10,2007-12-05,23.0,ug/m3,2007,12
497,CT3,PM10,2007-05-13,26.0,ug/m3,2007,5
498,CT3,PM10,2007-05-14,15.0,ug/m3,2007,5
517,CT3,PM10,2007-02-06,29.0,ug/m3,2007,2
518,CT3,PM10,2007-03-06,50.0,ug/m3,2007,3
519,CT3,PM10,2007-04-06,39.0,ug/m3,2007,4
520,CT3,PM10,2007-05-06,30.0,ug/m3,2007,5
521,CT3,PM10,2007-06-06,28.0,ug/m3,2007,6
522,CT3,PM10,2007-07-06,21.0,ug/m3,2007,7
523,CT3,PM10,2007-08-06,35.0,ug/m3,2007,8
524,CT3,PM10,2007-09-06,44.0,ug/m3,2007,9
525,CT3,PM10,2007-10-06,34.0,ug/m3,2007,10
526,CT3,PM10,2007-11-06,35.0,ug/m3,2007,11
527,CT3,PM10,2007-12-06,38.0,ug/m3,2007,12
528,CT3,PM10,2007-06-13,22.0,ug/m3,2007,6
529,CT3,PM10,2007-06-14,28.0,ug/m3,2007,6
530,CT3,PM10,2007-06-15,21.0,ug/m3,2007,6
531,CT3,PM10,2007-06-16,15.0,ug/m3,2007,6
532,CT3,PM10,2007-06-17,13.0,ug/m3,2007,6
533,CT3,PM10,2007-06-18,17.0,ug/m3,2007,6
534,CT3,PM10,2007-06-19,32.0,ug/m3,2007,6
535,CT3,PM10,2007-06-20,21.0,ug/m3,2007,6
536,CT3,PM10,2007-06-21,20.0,ug/m3,2007,6
537,CT3,PM10,2007-06-22,14.0,ug/m3,2007,6
538,CT3,PM10,2007-06-23,19.0,ug/m3,2007,6
539,CT3,PM10,2007-06-24,9.0,ug/m3,2007,6
540,CT3,PM10,2007-06-25,13.0,ug/m3,2007,6
541,CT3,PM10,2007-06-26,14.0,ug/m3,2007,6
542,CT3,PM10,2007-06-27,17.0,ug/m3,2007,6
543,CT3,PM10,2007-06-28,18.0,ug/m3,2007,6
544,CT3,PM10,2007-06-29,14.0,ug/m3,2007,6
545,CT3,PM10,2007-06-30,11.0,ug/m3,2007,6
546,CT3,PM10,2007-01-07,16.0,ug/m3,2007,1
547,CT3,PM10,2007-02-07,21.0,ug/m3,2007,2
548,CT3,PM10,2007-03-07,15.0,ug/m3,2007,3
549,CT3,PM10,2007-04-07,22.0,ug/m3,2007,4
550,CT3,PM10,2007-05-07,17.0,ug/m3,2007,5
551,CT3,PM10,2007-06-07,22.0,ug/m3,2007,6
552,CT3,PM10,2007-07-07,17.0,ug/m3,2007,7
553,CT3,PM10,2007-08-07,11.0,ug/m3,2007,8
554,CT3,PM10,2007-09-07,12.0,ug/m3,2007,9
555,CT3,PM10,2007-10-07,12.0,ug/m3,2007,10
556,CT3,PM10,2007-11-07,14.0,ug/m3,2007,11
557,CT3,PM10,2007-12-07,13.0,ug/m3,2007,12
558,CT3,PM10,2007-07-13,15.0,ug/m3,2007,7
559,CT3,PM10,2007-07-14,12.0,ug/m3,2007,7
560,CT3,PM10,2007-07-15,27.0,ug/m3,2007,7
561,CT3,PM10,2007-07-16,19.0,ug/m3,2007,7
562,CT3,PM10,2007-07-17,16.0,ug/m3,2007,7
563,CT3,PM10,2007-07-18,18.0,ug/m3,2007,7
564,CT3,PM10,2007-07-19,23.0,ug/m3,2007,7
565,CT3,PM10,2007-07-20,23.0,ug/m3,2007,7
569,CT3,PM10,2007-07-24,22.0,ug/m3,2007,7
570,CT3,PM10,2007-07-25,16.0,ug/m3,2007,7
571,CT3,PM10,2007-07-26,24.0,ug/m3,2007,7
572,CT3,PM10,2007-07-27,22.0,ug/m3,2007,7
573,CT3,PM10,2007-07-28,16.0,ug/m3,2007,7
574,CT3,PM10,2007-07-29,11.0,ug/m3,2007,7
575,CT3,PM10,2007-07-30,14.0,ug/m3,2007,7
576,CT3,PM10,2007-07-31,19.0,ug/m3,2007,7
577,CT3,PM10,2007-01-08,29.0,ug/m3,2007,1
578,CT3,PM10,2007-02-08,24.0,ug/m3,2007,2
579,CT3,PM10,2007-03-08,18.0,ug/m3,2007,3
580,CT3,PM10,2007-04-08,14.0,ug/m3,2007,4
581,CT3,PM10,2007-05-08,18.0,ug/m3,2007,5
582,CT3,PM10,2007-06-08,18.0,ug/m3,2007,6
583,CT3,PM10,2007-07-08,14.0,ug/m3,2007,7
590,CT3,PM10,2007-08-14,8.0,ug/m3,2007,8
591,CT3,PM10,2007-08-15,20.0,ug/m3,2007,8
592,CT3,PM10,2007-08-16,15.0,ug/m3,2007,8
593,CT3,PM10,2007-08-17,18.0,ug/m3,2007,8
594,CT3,PM10,2007-08-18,11.0,ug/m3,2007,8
595,CT3,PM10,2007-08-19,8.0,ug/m3,2007,8
596,CT3,PM10,2007-08-20,14.0,ug/m3,2007,8
597,CT3,PM10,2007-08-21,15.0,ug/m3,2007,8
598,CT3,PM10,2007-08-22,25.0,ug/m3,2007,8
599,CT3,PM10,2007-08-23,23.0,ug/m3,2007,8
600,CT3,PM10,2007-08-24,23.0,ug/m3,2007,8
601,CT3,PM10,2007-08-25,29.0,ug/m3,2007,8
602,CT3,PM10,2007-08-26,16.0,ug/m3,2007,8
603,CT3,PM10,2007-08-27,15.0,ug/m3,2007,8
604,CT3,PM10,2007-08-28,20.0,ug/m3,2007,8
605,CT3,PM10,2007-08-29,26.0,ug/m3,2007,8
606,CT3,PM10,2007-08-30,22.0,ug/m3,2007,8
607,CT3,PM10,2007-08-31,16.0,ug/m3,2007,8
608,CT3,PM10,2007-01-09,13.0,ug/m3,2007,1
609,CT3,PM10,2007-02-09,13.0,ug/m3,2007,2
610,CT3,PM10,2007-03-09,16.0,ug/m3,2007,3
611,CT3,PM10,2007-04-09,20.0,ug/m3,2007,4
612,CT3,PM10,2007-05-09,25.0,ug/m3,2007,5
613,CT3,PM10,2007-06-09,23.0,ug/m3,2007,6
614,CT3,PM10,2007-07-09,30.0,ug/m3,2007,7
615,CT3,PM10,2007-08-09,26.0,ug/m3,2007,8
616,CT3,PM10,2007-09-09,19.0,ug/m3,2007,9
617,CT3,PM10,2007-10-09,23.0,ug/m3,2007,10
618,CT3,PM10,2007-11-09,24.0,ug/m3,2007,11
619,CT3,PM10,2007-12-09,33.0,ug/m3,2007,12
620,CT3,PM10,2007-09-13,40.0,ug/m3,2007,9
621,CT3,PM10,2007-09-14,39.0,ug/m3,2007,9
622,CT3,PM10,2007-09-15,23.0,ug/m3,2007,9
623,CT3,PM10,2007-09-16,24.0,ug/m3,2007,9
624,CT3,PM10,2007-09-17,18.0,ug/m3,2007,9
625,CT3,PM10,2007-09-18,15.0,ug/m3,2007,9
626,CT3,PM10,2007-09-19,18.0,ug/m3,2007,9
627,CT3,PM10,2007-09-20,22.0,ug/m3,2007,9
628,CT3,PM10,2007-09-21,23.0,ug/m3,2007,9
629,CT3,PM10,2007-09-22,20.0,ug/m3,2007,9
630,CT3,PM10,2007-09-23,15.0,ug/m3,2007,9
631,CT3,PM10,2007-09-24,14.0,ug/m3,2007,9
632,CT3,PM10,2007-09-25,18.0,ug/m3,2007,9
633,CT3,PM10,2007-09-26,15.0,ug/m3,2007,9
635,CT3,PM10,2007-09-28,22.0,ug/m3,2007,9
636,CT3,PM10,2007-09-29,18.0,ug/m3,2007,9
637,CT3,PM10,2007-09-30,19.0,ug/m3,2007,9
638,CT3,PM10,2007-01-10,31.0,ug/m3,2007,1
639,CT3,PM10,2007-02-10,42.0,ug/m3,2007,2
640,CT3,PM10,2007-03-10,57.0,ug/m3,2007,3
641,CT3,PM10,2007-04-10,26.0,ug/m3,2007,4
642,CT3,PM10,2007-05-10,26.0,ug/m3,2007,5
643,CT3,PM10,2007-06-10,19.0,ug/m3,2007,6
644,CT3,PM10,2007-07-10,27.0,ug/m3,2007,7
645,CT3,PM10,2007-08-10,29.0,ug/m3,2007,8
646,CT3,PM10,2007-09-10,30.0,ug/m3,2007,9
647,CT3,PM10,2007-10-10,44.0,ug/m3,2007,10
648,CT3,PM10,2007-11-10,50.0,ug/m3,2007,11
649,CT3,PM10,2007-12-10,33.0,ug/m3,2007,12
650,CT3,PM10,2007-10-13,27.0,ug/m3,2007,10
651,CT3,PM10,2007-10-14,44.0,ug/m3,2007,10
652,CT3,PM10,2007-10-15,43.0,ug/m3,2007,10
653,CT3,PM10,2007-10-16,25.0,ug/m3,2007,10
654,CT3,PM10,2007-10-17,19.0,ug/m3,2007,10
655,CT3,PM10,2007-10-18,19.0,ug/m3,2007,10
656,CT3,PM10,2007-10-19,35.0,ug/m3,2007,10
657,CT3,PM10,2007-10-20,20.0,ug/m3,2007,10
658,CT3,PM10,2007-10-21,30.0,ug/m3,2007,10
659,CT3,PM10,2007-10-22,53.0,ug/m3,2007,10
660,CT3,PM10,2007-10-23,36.0,ug/m3,2007,10
661,CT3,PM10,2007-10-24,25.0,ug/m3,2007,10
662,CT3,PM10,2007-10-25,34.0,ug/m3,2007,10
663,CT3,PM10,2007-10-26,39.0,ug/m3,2007,10
664,CT3,PM10,2007-10-27,29.0,ug/m3,2007,10
665,CT3,PM10,2007-10-28,11.0,ug/m3,2007,10
666,CT3,PM10,2007-10-29,17.0,ug/m3,2007,10
667,CT3,PM10,2007-10-30,16.0,ug/m3,2007,10
668,CT3,PM10,2007-10-31,21.0,ug/m3,2007,10
669,CT3,PM10,2007-01-11,20.0,ug/m3,2007,1
670,CT3,PM10,2007-02-11,23.0,ug/m3,2007,2
671,CT3,PM10,2007-03-11,22.0,ug/m3,2007,3
672,CT3,PM10,2007-04-11,40.0,ug/m3,2007,4
673,CT3,PM10,2007-05-11,65.0,ug/m3,2007,5
674,CT3,PM10,2007-06-11,27.0,ug/m3,2007,6
675,CT3,PM10,2007-07-11,21.0,ug/m3,2007,7
676,CT3,PM10,2007-08-11,14.0,ug/m3,2007,8
677,CT3,PM10,2007-09-11,15.0,ug/m3,2007,9
678,CT3,PM10,2007-10-11,14.0,ug/m3,2007,10
679,CT3,PM10,2007-11-11,7.0,ug/m3,2007,11
680,CT3,PM10,2007-12-11,12.0,ug/m3,2007,12
681,CT3,PM10,2007-11-13,14.0,ug/m3,2007,11
682,CT3,PM10,2007-11-14,15.0,ug/m3,2007,11
683,CT3,PM10,2007-11-15,22.0,ug/m3,2007,11
684,CT3,PM10,2007-11-16,45.0,ug/m3,2007,11
685,CT3,PM10,2007-11-17,27.0,ug/m3,2007,11
686,CT3,PM10,2007-11-18,11.0,ug/m3,2007,11
687,CT3,PM10,2007-11-19,18.0,ug/m3,2007,11
688,CT3,PM10,2007-11-20,29.0,ug/m3,2007,11
689,CT3,PM10,2007-11-21,18.0,ug/m3,2007,11
690,CT3,PM10,2007-11-22,18.0,ug/m3,2007,11
691,CT3,PM10,2007-11-23,15.0,ug/m3,2007,11
692,CT3,PM10,2007-11-24,16.0,ug/m3,2007,11
693,CT3,PM10,2007-11-25,15.0,ug/m3,2007,11
694,CT3,PM10,2007-11-26,20.0,ug/m3,2007,11
695,CT3,PM10,2007-11-27,31.0,ug/m3,2007,11
696,CT3,PM10,2007-11-28,15.0,ug/m3,2007,11
697,CT3,PM10,2007-11-29,15.0,ug/m3,2007,11
702,CT3,PM10,2007-04-12,14.0,ug/m3,2007,4
703,CT3,PM10,2007-05-12,13.0,ug/m3,2007,5
704,CT3,PM10,2007-06-12,14.0,ug/m3,2007,6
705,CT3,PM10,2007-07-12,13.0,ug/m3,2007,7
706,CT3,PM10,2007-08-12,9.0,ug/m3,2007,8
707,CT3,PM10,2007-09-12,8.0,ug/m3,2007,9
708,CT3,PM10,2007-10-12,8.0,ug/m3,2007,10
709,CT3,PM10,2007-11-12,26.0,ug/m3,2007,11
710,CT3,PM10,2007-12-12,65.0,ug/m3,2007,12
711,CT3,PM10,2007-12-13,51.0,ug/m3,2007,12
712,CT3,PM10,2007-12-14,30.0,ug/m3,2007,12
713,CT3,PM10,2007-12-15,26.0,ug/m3,2007,12
714,CT3,PM10,2007-12-16,24.0,ug/m3,2007,12
715,CT3,PM10,2007-12-17,28.0,ug/m3,2007,12
716,CT3,PM10,2007-12-18,35.0,ug/m3,2007,12
717,CT3,PM10,2007-12-19,52.0,ug/m3,2007,12
718,CT3,PM10,2007-12-20,53.0,ug/m3,2007,12
719,CT3,PM10,2007-12-21,47.0,ug/m3,2007,12
720,CT3,PM10,2007-12-22,45.0,ug/m3,2007,12
721,CT3,PM10,2007-12-23,31.0,ug/m3,2007,12
722,CT3,PM10,2007-12-24,26.0,ug/m3,2007,12
723,CT3,PM10,2007-12-25,18.0,ug/m3,2007,12
724,CT3,PM10,2007-12-26,14.0,ug/m3,2007,12
725,CT3,PM10,2007-12-27,20.0,ug/m3,2007,12
726,CT3,PM10,2007-12-28,15.0,ug/m3,2007,12
727,CT3,PM10,2007-12-29,7.0,ug/m3,2007,12
728,CT3,PM10,2007-12-30,11.0,ug/m3,2007,12
729,CT3,PM10,2007-12-31,19.0,ug/m3,2007,12
5730,MY7,PM10,2007-10-11,27.0,ug/m3,2007,10
5731,MY7,PM10,2007-11-11,15.0,ug/m3,2007,11
5732,MY7,PM10,2007-12-11,26.9,ug/m3,2007,12
5733,MY7,PM10,2007-11-13,30.4,ug/m3,2007,11
5734,MY7,PM10,2007-11-14,16.4,ug/m3,2007,11
5735,MY7,PM10,2007-11-15,31.3,ug/m3,2007,11
5736,MY7,PM10,2007-11-16,89.3,ug/m3,2007,11
5737,MY7,PM10,2007-11-17,56.5,ug/m3,2007,11
5738,MY7,PM10,2007-11-18,23.5,ug/m3,2007,11
5739,MY7,PM10,2007-11-19,28.0,ug/m3,2007,11
5740,MY7,PM10,2007-11-20,43.4,ug/m3,2007,11
5741,MY7,PM10,2007-11-21,48.1,ug/m3,2007,11
5742,MY7,PM10,2007-11-22,37.2,ug/m3,2007,11
5743,MY7,PM10,2007-11-23,19.3,ug/m3,2007,11
5744,MY7,PM10,2007-11-24,50.1,ug/m3,2007,11
5745,MY7,PM10,2007-11-25,19.8,ug/m3,2007,11
5746,MY7,PM10,2007-11-26,28.4,ug/m3,2007,11
5747,MY7,PM10,2007-11-27,64.5,ug/m3,2007,11
5748,MY7,PM10,2007-11-28,52.1,ug/m3,2007,11
5749,MY7,PM10,2007-11-29,38.6,ug/m3,2007,11
5750,MY7,PM10,2007-11-30,36.9,ug/m3,2007,11
5751,MY7,PM10,2007-01-12,29.4,ug/m3,2007,1
5752,MY7,PM10,2007-02-12,24.8,ug/m3,2007,2
5753,MY7,PM10,2007-03-12,22.8,ug/m3,2007,3
5754,MY7,PM10,2007-04-12,40.2,ug/m3,2007,4
5755,MY7,PM10,2007-05-12,37.9,ug/m3,2007,5
5756,MY7,PM10,2007-06-12,37.1,ug/m3,2007,6
5757,MY7,PM10,2007-07-12,22.3,ug/m3,2007,7
5758,MY7,PM10,2007-08-12,29.8,ug/m3,2007,8
5759,MY7,PM10,2007-09-12,19.8,ug/m3,2007,9
5760,MY7,PM10,2007-10-12,8.9,ug/m3,2007,10
5761,MY7,PM10,2007-11-12,52.9,ug/m3,2007,11
5762,MY7,PM10,2007-12-12,87.0,ug/m3,2007,12
5763,MY7,PM10,2007-12-13,68.6,ug/m3,2007,12
5764,MY7,PM10,2007-12-14,59.7,ug/m3,2007,12
5765,MY7,PM10,2007-12-15,41.8,ug/m3,2007,12
5766,MY7,PM10,2007-12-16,40.6,ug/m3,2007,12
5767,MY7,PM10,2007-12-17,36.6,ug/m3,2007,12
5768,MY7,PM10,2007-12-18,40.3,ug/m3,2007,12
5769,MY7,PM10,2007-12-19,79.6,ug/m3,2007,12
5770,MY7,PM10,2007-12-20,69.8,ug/m3,2007,12
5771,MY7,PM10,2007-12-21,72.9,ug/m3,2007,12
5772,MY7,PM10,2007-12-22,70.7,ug/m3,2007,12
5773,MY7,PM10,2007-12-23,55.6,ug/m3,2007,12
5774,MY7,PM10,2007-12-24,39.8,ug/m3,2007,12
5775,MY7,PM10,2007-12-25,26.3,ug/m3,2007,12
5776,MY7,PM10,2007-12-26,26.2,ug/m3,2007,12
5777,MY7,PM10,2007-12-27,28.3,ug/m3,2007,12
5778,MY7,PM10,2007-12-28,25.1,ug/m3,2007,12
5779,MY7,PM10,2007-12-29,19.3,ug/m3,2007,12
5780,MY7,PM10,2007-12-30,25.8,ug/m3,2007,12
5781,MY7,PM10,2007-12-31,39.9,ug/m3,2007,12
10624,CT8,PM10,2007-05-06,36.0,ug m-3 reference equiv by VCM,2007,5
10625,CT8,PM10,2007-06-06,32.2,ug m-3 reference equiv by VCM,2007,6
10626,CT8,PM10,2007-07-06,26.6,ug m-3 reference equiv by VCM,2007,7
10627,CT8,PM10,2007-08-06,42.7,ug m-3 reference equiv by VCM,2007,8
10628,CT8,PM10,2007-09-06,53.8,ug m-3 reference equiv by VCM,2007,9
10629,CT8,PM10,2007-10-06,40.5,ug m-3 reference equiv by VCM,2007,10
10630,CT8,PM10,2007-11-06,54.8,ug m-3 reference equiv by VCM,2007,11
10631,CT8,PM10,2007-12-06,53.9,ug m-3 reference equiv by VCM,2007,12
10632,CT8,PM10,2007-06-13,43.0,ug m-3 reference equiv by VCM,2007,6
10633,CT8,PM10,2007-06-14,51.1,ug m-3 reference equiv by VCM,2007,6
10634,CT8,PM10,2007-06-15,34.7,ug m-3 reference equiv by VCM,2007,6
10635,CT8,PM10,2007-06-16,22.0,ug m-3 reference equiv by VCM,2007,6
10636,CT8,PM10,2007-06-17,16.4,ug m-3 reference equiv by VCM,2007,6
10637,CT8,PM10,2007-06-18,37.3,ug m-3 reference equiv by VCM,2007,6
10638,CT8,PM10,2007-06-19,55.8,ug m-3 reference equiv by VCM,2007,6
10639,CT8,PM10,2007-06-20,33.7,ug m-3 reference equiv by VCM,2007,6
10640,CT8,PM10,2007-06-21,34.9,ug m-3 reference equiv by VCM,2007,6
10641,CT8,PM10,2007-06-22,30.2,ug m-3 reference equiv by VCM,2007,6
10642,CT8,PM10,2007-06-23,24.6,ug m-3 reference equiv by VCM,2007,6
10643,CT8,PM10,2007-06-24,15.2,ug m-3 reference equiv by VCM,2007,6
10644,CT8,PM10,2007-06-25,27.7,ug m-3 reference equiv by VCM,2007,6
10645,CT8,PM10,2007-06-26,24.7,ug m-3 reference equiv by VCM,2007,6
10646,CT8,PM10,2007-06-27,31.8,ug m-3 reference equiv by VCM,2007,6
10647,CT8,PM10,2007-06-28,30.7,ug m-3 reference equiv by VCM,2007,6
10648,CT8,PM10,2007-06-29,23.4,ug m-3 reference equiv by VCM,2007,6
10649,CT8,PM10,2007-06-30,21.7,ug m-3 reference equiv by VCM,2007,6
10650,CT8,PM10,2007-01-07,16.8,ug m-3 reference equiv by VCM,2007,1
10651,CT8,PM10,2007-02-07,24.9,ug m-3 reference equiv by VCM,2007,2
10652,CT8,PM10,2007-03-07,36.1,ug m-3 reference equiv by VCM,2007,3
10653,CT8,PM10,2007-04-07,27.5,ug m-3 reference equiv by VCM,2007,4
10654,CT8,PM10,2007-05-07,27.6,ug m-3 reference equiv by VCM,2007,5
10655,CT8,PM10,2007-06-07,27.2,ug m-3 reference equiv by VCM,2007,6
10656,CT8,PM10,2007-07-07,21.3,ug m-3 reference equiv by VCM,2007,7
10657,CT8,PM10,2007-08-07,13.6,ug m-3 reference equiv by VCM,2007,8
10658,CT8,PM10,2007-09-07,39.0,ug m-3 reference equiv by VCM,2007,9
10659,CT8,PM10,2007-10-07,37.2,ug m-3 reference equiv by VCM,2007,10
10660,CT8,PM10,2007-11-07,33.3,ug m-3 reference equiv by VCM,2007,11
10661,CT8,PM10,2007-12-07,31.7,ug m-3 reference equiv by VCM,2007,12
10662,CT8,PM10,2007-07-13,37.6,ug m-3 reference equiv by VCM,2007,7
10663,CT8,PM10,2007-07-14,21.1,ug m-3 reference equiv by VCM,2007,7
10664,CT8,PM10,2007-07-15,33.9,ug m-3 reference equiv by VCM,2007,7
10665,CT8,PM10,2007-07-16,35.1,ug m-3 reference equiv by VCM,2007,7
10666,CT8,PM10,2007-07-17,32.0,ug m-3 reference equiv by VCM,2007,7
10667,CT8,PM10,2007-07-18,32.5,ug m-3 reference equiv by VCM,2007,7
